name,artist,genre,popularity,releaseDate,releaseYear,releaseMonth,timePeriod,energy,danceability,loudness,liveness,valence,speechiness,instrumentalness,acousticness,tempo,timeSignature,mode,key,durationMin,popularityGroup
Sexo Virtual,Rauw Alejandro,latin,70,2021-12-10,2021,12,2020s,0.739,0.704,-3.286,0.0856,0.425,0.112,1.93e-05,0.328,179.879,4,1,8,3.47,High popularity
Nostálgico,"Rvssian, Rauw Alejandro, Chris Brown",latin,70,2021-09-08,2021,9,2020s,0.846,0.734,-3.425,0.235,0.604,0.0489,1.74e-06,0.166,98.026,4,0,9,3.5,High popularity
La Bebe - Remix,"Yng Lvcas, Peso Pluma",latin,79,2023-03-17,2023,3,2020s,0.479,0.812,-5.678,0.0756,0.559,0.333,1.21e-06,0.213,169.922,4,0,2,3.91,High popularity
QUEMA,"Ryan Castro, Peso Pluma, SOG",latin,74,2023-07-13,2023,7,2020s,0.892,0.791,-2.58,0.0609,0.916,0.0521,0.000355,0.0509,97.008,4,1,0,2.51,High popularity
LALA,Myke Towers,latin,82,2023-03-23,2023,3,2020s,0.737,0.708,-4.045,0.0955,0.607,0.0436,0.00162,0.0739,91.986,4,1,1,3.3,High popularity
Lollipop,Darell,latin,71,2023-07-28,2023,7,2020s,0.711,0.822,-4.943,0.083,0.934,0.0668,1.46e-05,0.179,102.984,4,1,6,3.33,High popularity
Pa Ti Estoy,"Ozuna, Anuel AA, Chris Jedi",latin,72,2023-11-17,2023,11,2020s,0.812,0.785,-3.174,0.107,0.903,0.0644,0.0,0.147,162.087,4,1,3,3.44,High popularity
Corazón Roto - Remix,"Brray, JHAYCO, Ryan Castro",latin,69,2023-04-07,2023,4,2020s,0.794,0.843,-4.686,0.25,0.796,0.0426,1.22e-06,0.226,92.998,4,0,1,4.58,Medium popularity
El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",latin,68,2019-12-13,2019,12,2010s,0.769,0.771,-3.504,0.345,0.931,0.0694,1.57e-05,0.18,167.969,4,0,0,4.83,Medium popularity
BELLAKEO,"Peso Pluma, Anitta",latin,75,2023-12-07,2023,12,2020s,0.88,0.72,-2.834,0.153,0.463,0.101,0.06,0.0562,180.011,4,1,9,3.29,High popularity
Si Se Da - Remix,"Myke Towers, Farruko, Arcángel, Sech, Zion",latin,72,2019-08-02,2019,8,2010s,0.672,0.817,-5.612,0.13,0.774,0.299,0.0,0.441,93.999,4,0,11,5.54,High popularity
Nada,"Cazzu, Lyanno, Rauw Alejandro, Dalex",latin,71,2019-06-03,2019,6,2010s,0.543,0.898,-8.317,0.338,0.359,0.121,0.000623,0.343,98.992,4,0,6,5.09,High popularity
Santa,"Rvssian, Rauw Alejandro, Ayra Starr",latin,79,2024-04-04,2024,4,2020s,0.709,0.725,-5.017,0.114,0.648,0.129,0.000189,0.321,99.993,4,0,3,3.22,High popularity
Guay,"Ozuna, Bad Gyal",latin,69,2024-04-18,2024,4,2020s,0.766,0.88,-2.906,0.382,0.594,0.0505,1.79e-05,0.0881,96.037,4,0,1,3.51,Medium popularity
HASTA ABAJO,"KEVIN ROLDAN, Bryant Myers, Lyanno",latin,69,2019-10-04,2019,10,2010s,0.671,0.714,-5.119,0.325,0.641,0.362,0.0,0.292,169.727,4,1,5,3.83,Medium popularity
BBY BOO - REMIX,"iZaak, JHAYCO, Anuel AA",latin,75,2024-03-27,2024,3,2020s,0.617,0.703,-5.696,0.433,0.486,0.151,6.11e-06,0.215,173.97,4,1,5,4.6,High popularity
SI NO ES CONTIGO,Cris Mj,latin,85,2024-05-23,2024,5,2020s,0.626,0.763,-5.637,0.205,0.78,0.0433,0.225,0.0859,100.02,4,0,5,2.6,High popularity
Gata Only,"FloyyMenor, Cris Mj",latin,87,2024-02-02,2024,2,2020s,0.499,0.791,-8.472,0.0899,0.669,0.0509,2.41e-05,0.446,99.986,4,0,8,3.7,High popularity
ELOVRGA,"Alex Favela, Grupo Marca Registrada, Joaquin Medina",latin,75,2023-08-18,2023,8,2020s,0.476,0.793,-10.515,0.115,0.578,0.0406,0.0,0.132,129.992,4,0,5,3.25,High popularity
Porno,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid",latin,70,2019-10-11,2019,10,2010s,0.71,0.535,-2.978,0.141,0.523,0.324,0.0,0.428,92.009,4,0,1,3.54,High popularity
Que Se Cuide,"Luis R Conriquez, Joel De La P, Chimbala",latin,71,2024-05-04,2024,5,2020s,0.779,0.937,-3.539,0.0408,0.95,0.329,6.85e-05,0.22,128.028,4,0,4,2.59,High popularity
Mejores Jordans,"Victor Mendivil, Oscar Maydon",latin,83,2024-07-30,2024,7,2020s,0.583,0.669,-8.949,0.1,0.271,0.269,2.54e-06,0.603,115.221,4,1,1,3.91,High popularity
APAGA EL CEL,"FloyyMenor, Lewis Somes",latin,76,2024-08-09,2024,8,2020s,0.496,0.696,-7.532,0.0626,0.476,0.0365,0.000397,0.273,100.025,4,0,9,3.08,High popularity
LUNA,"Feid, ATL Jacob",latin,88,2023-12-01,2023,12,2020s,0.86,0.774,-2.888,0.116,0.446,0.13,0.0,0.131,100.019,4,0,7,3.28,High popularity
TU TA RICA,"FloyyMenor, Lewis Somes",latin,76,2024-08-09,2024,8,2020s,0.507,0.755,-6.76,0.18,0.606,0.0684,1.82e-05,0.293,99.994,4,0,3,2.08,High popularity
Parado no Bailão,"MC L da Vinte, MC Gury",brazilian,73,2018-07-23,2018,7,2010s,0.599,0.828,-1.624,0.0775,0.478,0.149,0.0,0.381,86.533,5,1,11,2.86,High popularity
Se Voce Nao Quer Passa a Vez,"Mc Delux, DJ Guih Da ZO",brazilian,70,2022-03-22,2022,3,2020s,0.827,0.956,1.295,0.423,0.614,0.222,0.000259,0.136,129.949,4,1,9,2.23,High popularity
BRAZILIAN DANÇA PHONK,"6YNTHMANE, RXDXVIL",brazilian,72,2023-05-12,2023,5,2020s,0.99,0.748,-2.39,0.267,0.386,0.151,0.132,0.303,126.015,4,1,1,1.97,High popularity
Faz um Vuk Vuk (Teto Espelhado),"MC Kevin o Chris, Dj Nk Da Serra, Mc Magrinho",brazilian,72,2023-07-20,2023,7,2020s,0.413,0.92,-7.901,0.133,0.679,0.0752,0.0514,0.504,130.078,4,0,7,2.31,High popularity
Te Maceto Depois Do Baile,"DJ Zigão, DJ Lafon Do Md, Mc Rodrigo do CN, Mc Rf",brazilian,69,2024-05-14,2024,5,2020s,0.789,0.89,-1.826,0.192,0.758,0.428,0.0,0.147,130.053,4,1,11,3.33,Medium popularity
MTG QUEM NÃO QUER SOU EU,"DJ TOPO, Seu Jorge, Mc Leozin, MC G15",brazilian,77,2024-05-10,2024,5,2020s,0.427,0.492,-6.37,0.53,0.443,0.372,0.00482,0.364,80.492,5,0,9,2.06,High popularity
Ela Joga na Hora,"Mc Pogba, DJ Guih Da ZO",brazilian,78,2024-03-28,2024,3,2020s,0.669,0.949,-3.922,0.169,0.843,0.222,0.000592,0.36,130.05,4,0,2,2.22,High popularity
THE BOX MEDLEY FUNK 2,"THE BOX, Mc Brinquedo, MC Cebezinho, MC Tuto, Mc Laranjinha, DJ Oreia",brazilian,78,2024-04-18,2024,4,2020s,0.687,0.778,-8.568,0.356,0.839,0.105,0.0105,0.578,117.008,4,0,11,4.44,High popularity
Louca Encubada,"Dj Samir, Rodricci, Launch13",brazilian,71,2023-10-13,2023,10,2020s,0.955,0.679,-3.715,0.125,0.713,0.0437,0.235,0.000737,130.068,4,1,6,1.99,High popularity
DANÇA PRA ME PROVOCAR,"DJ JOÃO PEREIRA, MC Koringa",brazilian,68,2023-09-14,2023,9,2020s,0.582,0.615,-0.93,0.0791,0.892,0.364,6.55e-05,0.269,84.917,5,1,6,2.62,Medium popularity
Tá OK,"DENNIS, MC Kevin o Chris",brazilian,71,2023-05-04,2023,5,2020s,0.96,0.863,-1.458,0.0853,0.586,0.0492,0.00526,0.497,130.118,4,1,11,1.53,High popularity
WHINE IN BRAZIL FUNK,Ichiss,brazilian,72,2024-07-09,2024,7,2020s,0.907,0.863,-5.077,0.182,0.304,0.295,0.000813,0.0683,117.054,4,0,4,1.8,High popularity
TUMBÁTUM,"Tropa do Bruxo, SMU, Dj Vitin do Pc, MC JF, MC NAHARA",brazilian,70,2023-12-22,2023,12,2020s,0.59,0.711,-5.967,0.0798,0.702,0.271,1.83e-06,0.26,86.429,5,0,6,2.02,High popularity
Onlar Anlamaz Halden,Semicenk,turkish,75,2024-08-09,2024,8,2020s,0.327,0.707,-17.176,0.155,0.181,0.0687,0.0148,0.185,90.025,4,0,0,2.93,High popularity
Geçiyor Zaman,Semicenk,turkish,75,2024-08-09,2024,8,2020s,0.729,0.629,-5.235,0.253,0.427,0.0379,7.75e-05,0.431,98.022,4,0,7,2.57,High popularity
Kader Sağ Olsun,Semicenk,turkish,70,2024-08-09,2024,8,2020s,0.656,0.685,-8.028,0.318,0.556,0.0411,0.0,0.702,120.001,4,0,7,2.87,High popularity
Küle Dönmüşsün,"Semicenk, Doğu Swag",turkish,72,2024-06-14,2024,6,2020s,0.606,0.831,-4.84,0.0973,0.883,0.0626,1.04e-06,0.684,95.056,4,0,8,2.44,High popularity
Önümüz Yaz,Simge,turkish,74,2024-06-21,2024,6,2020s,0.914,0.726,-4.226,0.54,0.839,0.0802,0.0,0.0758,108.02,4,1,7,3.03,High popularity
Kafamın İçi,"Ebru Yaşar, Siyam, Zeyd",turkish,68,2024-05-22,2024,5,2020s,0.724,0.536,-6.84,0.116,0.587,0.152,0.0,0.748,78.753,4,0,9,2.37,Medium popularity
Lan,Zeynep Bastık,turkish,69,2024-03-08,2024,3,2020s,0.622,0.406,-7.647,0.309,0.567,0.0648,1.35e-05,0.497,204.028,4,0,3,3.27,Medium popularity
Self Care,Mac Miller,hip-hop,73,2018-08-03,2018,8,2010s,0.538,0.52,-8.109,0.119,0.177,0.206,0.00187,0.367,141.894,4,1,1,5.75,High popularity
"I'm Good Luv, Enjoy.",Aaron May,hip-hop,75,2019-02-28,2019,2,2010s,0.586,0.891,-4.665,0.213,0.954,0.121,0.0,0.0833,130.012,4,1,11,2.24,High popularity
Doomsday,"MF DOOM, Pebbles The Invisible Girl",hip-hop,72,1999-10-19,1999,10,1990s,0.84,0.856,-7.736,0.0773,0.792,0.334,0.0,0.0973,95.416,4,0,6,4.97,High popularity
"Darling, I (feat. Teezo Touchdown)","Tyler, The Creator, Teezo Touchdown",hip-hop,87,2024-10-28,2024,10,2020s,0.818,0.373,-3.19,0.434,0.361,0.102,0.0,0.36,97.571,4,0,3,4.23,High popularity
Jukebox Joints (feat. Joe Fox & Kanye West),"A$AP Rocky, Joe Fox, Kanye West",hip-hop,72,2015-05-26,2015,5,2010s,0.803,0.284,-5.293,0.242,0.553,0.173,0.0,0.302,67.536,4,0,2,5.4,High popularity
A Cold Sunday,Lil Yachty,hip-hop,72,2024-02-02,2024,2,2020s,0.86,0.575,-3.165,0.0973,0.834,0.23,0.0,0.298,76.54,1,0,9,1.79,High popularity
infinity (888) - feat. Joey Bada$$,"XXXTENTACION, Joey Bada$$",hip-hop,70,2018-03-16,2018,3,2010s,0.579,0.562,-6.788,0.102,0.577,0.484,0.0,0.274,84.143,4,0,10,2.94,High popularity
MY EYES,Travis Scott,hip-hop,82,2023-07-28,2023,7,2020s,0.621,0.455,-7.694,0.123,0.28,0.0517,2.59e-06,0.651,119.043,4,0,0,4.19,High popularity
Devil In A New Dress,"Kanye West, Rick Ross",hip-hop,76,2010-11-22,2010,11,2010s,0.76,0.435,-4.935,0.158,0.206,0.0721,0.0,0.0175,80.082,4,0,8,5.87,High popularity
Love Yourz,J. Cole,hip-hop,73,2014-12-09,2014,12,2010s,0.638,0.677,-8.631,0.193,0.435,0.333,0.0,0.589,82.81,4,1,8,3.52,High popularity
Go Flex,Post Malone,hip-hop,72,2016-12-09,2016,12,2010s,0.498,0.665,-8.185,0.0757,0.127,0.083,0.0,0.23,81.958,4,1,5,2.99,High popularity
Champagne Shots,Sainté,hip-hop,68,2021-01-06,2021,1,2020s,0.441,0.942,-11.448,0.138,0.925,0.469,0.0,0.493,135.028,4,1,11,2.4,Medium popularity
Rich Spirit,Kendrick Lamar,hip-hop,73,2022-05-13,2022,5,2020s,0.421,0.852,-9.153,0.106,0.457,0.208,2.28e-06,0.428,95.977,4,0,10,3.37,High popularity
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),"A$AP Rocky, Imogen Heap, Clams Casino",hip-hop,84,2023-08-18,2023,8,2020s,0.652,0.47,-9.629,0.175,0.104,0.0561,4.08e-05,0.0831,141.981,4,1,2,3.17,High popularity
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",hip-hop,84,2018-11-09,2018,11,2010s,0.574,0.669,-6.442,0.146,0.273,0.0286,0.00294,0.0175,120.013,4,0,4,3.27,High popularity
Righteous Minds,Joey Bada$$,hip-hop,68,2012-06-12,2012,6,2010s,0.638,0.809,-5.646,0.453,0.608,0.28,0.0,0.262,94.893,4,0,8,3.73,Medium popularity
Everybody Dies In Their Nightmares,XXXTENTACION,hip-hop,81,2017-08-25,2017,8,2010s,0.57,0.734,-7.066,0.112,0.689,0.133,2.14e-05,0.847,129.953,4,0,7,1.59,High popularity
It Was A Good Day,Ice Cube,hip-hop,78,1992-11-17,1992,11,1990s,0.744,0.798,-5.328,0.292,0.794,0.136,0.000106,0.33,82.356,4,0,7,4.33,High popularity
WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),"Tyler, The Creator, YoungBoy Never Broke Again, Ty Dolla $ign",hip-hop,73,2021-06-25,2021,6,2020s,0.653,0.493,-5.666,0.511,0.852,0.0466,0.0,0.269,142.347,4,0,0,2.03,High popularity
Weekend (feat. Miguel),"Mac Miller, Miguel",hip-hop,72,2015-09-18,2015,9,2010s,0.435,0.843,-8.442,0.147,0.19,0.178,0.0,0.47,120.058,4,1,8,3.47,High popularity
a lot,21 Savage,hip-hop,77,2018-12-21,2018,12,2010s,0.636,0.837,-7.643,0.342,0.274,0.086,0.00125,0.0395,145.972,4,1,1,4.81,High popularity
Flashing Lights,"Kanye West, Dwele",hip-hop,83,2007-09-11,2007,9,2000s,0.628,0.639,-7.578,0.386,0.43,0.0398,0.0,0.0381,90.482,4,0,6,3.96,High popularity
Redbone,Childish Gambino,hip-hop,78,2016-12-02,2016,12,2010s,0.354,0.741,-10.603,0.118,0.583,0.0837,0.00577,0.181,160.037,4,1,1,5.45,High popularity
Passionfruit,Drake,hip-hop,80,2017-03-18,2017,3,2010s,0.463,0.809,-11.377,0.109,0.364,0.0396,0.085,0.256,111.98,4,1,11,4.98,High popularity
Ocean Prime (feat. Boldy James),"The Alchemist, Boldy James",hip-hop,68,2019-08-30,2019,8,2010s,0.604,0.583,-8.437,0.724,0.691,0.456,0.0,0.735,49.305,5,1,2,1.67,Medium popularity
Show Me,Joey Bada$$,hip-hop,68,2022-07-22,2022,7,2020s,0.646,0.599,-6.326,0.128,0.638,0.337,4.36e-06,0.222,176.153,4,1,6,3.67,Medium popularity
Revenge,XXXTENTACION,hip-hop,84,2017-08-25,2017,8,2010s,0.251,0.746,-16.169,0.106,0.18,0.259,0.00203,0.782,139.999,4,0,11,2.0,High popularity
Embarrassed (feat. Travis Scott),"Don Toliver, Travis Scott",hip-hop,69,2023-02-28,2023,2,2020s,0.506,0.848,-5.105,0.102,0.593,0.0336,0.0,0.376,115.994,4,0,4,3.21,Medium popularity
Homecoming,"Kanye West, Chris Martin",hip-hop,79,2007-09-11,2007,9,2000s,0.747,0.67,-7.059,0.115,0.918,0.189,0.0,0.337,86.918,4,1,1,3.39,High popularity
Break from Toronto,PARTYNEXTDOOR,hip-hop,83,2013-07-01,2013,7,2010s,0.678,0.595,-5.18,0.418,0.259,0.0335,0.00389,0.0199,117.067,4,1,9,1.65,High popularity
You Know How We Do It,Ice Cube,hip-hop,76,1993-12-07,1993,12,1990s,0.52,0.747,-10.523,0.142,0.601,0.0357,0.0537,0.0977,92.869,4,0,10,3.88,High popularity
Fuck Love,"XXXTENTACION, Trippie Redd",hip-hop,84,2017-08-25,2017,8,2010s,0.533,0.797,-9.74,0.103,0.329,0.0412,0.000152,0.0172,131.036,4,0,0,2.44,High popularity
DUCKWORTH.,Kendrick Lamar,hip-hop,72,2017-04-14,2017,4,2010s,0.731,0.552,-6.873,0.258,0.632,0.615,0.0,0.0536,174.516,4,1,7,4.14,High popularity
Good Morning,Kanye West,hip-hop,70,2007-09-11,2007,9,2000s,0.631,0.48,-5.488,0.149,0.515,0.116,0.000105,0.0791,84.166,4,1,7,3.25,High popularity
Neighbors,J. Cole,hip-hop,68,2016-12-09,2016,12,2010s,0.283,0.898,-12.335,0.11,0.469,0.356,0.000383,0.319,138.97,4,0,6,3.61,Medium popularity
Teenage Fever,Drake,hip-hop,77,2017-03-18,2017,3,2010s,0.283,0.766,-10.33,0.115,0.144,0.0846,0.0172,0.111,97.04,4,0,8,3.66,High popularity
Awolowo,Fido,ambient,71,2024-08-07,2024,8,2020s,0.385,0.619,-11.272,0.179,0.294,0.118,0.00369,0.129,106.312,5,0,0,2.26,High popularity
Holy Ghost,Omah Lay,ambient,70,2023-11-09,2023,11,2020s,0.415,0.823,-10.845,0.128,0.488,0.0637,0.0316,0.471,113.976,4,0,5,3.1,High popularity
"Soweto (with Don Toliver, Rema & Tempoe)","Victony, Rema, Tempoe, Don Toliver",ambient,72,2023-03-22,2023,3,2020s,0.756,0.719,-5.392,0.109,0.647,0.0761,0.0,0.0541,105.024,4,0,5,3.66,High popularity
Rush,Ayra Starr,ambient,68,2022-09-16,2022,9,2020s,0.503,0.792,-8.044,0.0959,0.381,0.0626,0.00057,0.0369,99.97,4,1,1,3.08,Medium popularity
Free Mind,Tems,ambient,72,2020-09-25,2020,9,2020s,0.463,0.562,-7.478,0.157,0.416,0.0787,0.000145,0.442,125.15,5,1,6,4.13,High popularity
Essence (feat. Tems),"Wizkid, Tems",ambient,70,2020-10-29,2020,10,2020s,0.707,0.849,-6.002,0.618,0.602,0.113,8.58e-06,0.0266,104.027,4,1,0,4.13,High popularity
In My Bed,"Rotimi, Wale",ambient,68,2019-12-13,2019,12,2010s,0.501,0.637,-6.148,0.099,0.431,0.187,5.91e-05,0.229,103.993,4,0,0,3.09,Medium popularity
Location (feat. Burna Boy),"Dave, Burna Boy",ambient,73,2019-03-08,2019,3,2010s,0.496,0.812,-5.969,0.0955,0.55,0.297,0.0,0.271,109.979,4,0,9,4.02,High popularity
Higher,Tems,ambient,72,2020-09-25,2020,9,2020s,0.581,0.609,-10.854,0.283,0.528,0.277,0.0,0.509,102.964,3,1,2,3.27,High popularity
KU LO SA - A COLORS SHOW,Oxlade,ambient,70,2022-06-10,2022,6,2020s,0.655,0.649,-5.534,0.22,0.793,0.0652,0.0,0.307,92.9,4,0,10,2.46,High popularity
Replay,Tems,ambient,71,2021-09-14,2021,9,2020s,0.549,0.613,-8.187,0.116,0.78,0.231,0.0,0.097,123.879,5,1,9,3.0,High popularity
Touches,Somnum Magnam,ambient,72,2024-01-19,2024,1,2020s,0.00161,0.138,-43.643,0.0951,0.155,0.0532,0.971,0.977,140.997,1,1,5,2.41,High popularity
Rosyln,"Bon Iver, St. Vincent",ambient,75,2009-10-16,2009,10,2000s,0.277,0.329,-13.111,0.0971,0.121,0.0302,0.024,0.971,159.719,3,0,10,4.83,High popularity
Lights Are On,Tom Rosenthal,ambient,77,2018-10-26,2018,10,2010s,0.04,0.44,-16.887,0.111,0.249,0.0322,0.465,0.981,135.965,4,1,3,3.23,High popularity
Take Me To Church,Hozier,ambient,81,2014-09-19,2014,9,2010s,0.664,0.575,-5.303,0.116,0.437,0.0481,0.0,0.637,129.071,4,0,4,4.03,High popularity
cardigan,Taylor Swift,ambient,83,2020-07-24,2020,7,2020s,0.581,0.613,-8.588,0.25,0.551,0.0424,0.000345,0.537,130.033,4,0,0,3.99,High popularity
Young And Beautiful,Lana Del Rey,ambient,83,2013-01-01,2013,1,2010s,0.416,0.324,-8.92,0.11,0.151,0.0368,3.69e-05,0.262,113.986,4,0,11,3.93,High popularity
My Love Mine All Mine,Mitski,ambient,88,2023-09-15,2023,9,2020s,0.308,0.504,-14.958,0.158,0.121,0.0321,0.135,0.868,113.95,4,1,9,2.3,High popularity
idfc,blackbear,ambient,71,2015-06-02,2015,6,2010s,0.422,0.718,-9.115,0.17,0.455,0.0621,0.0,0.0764,144.678,4,0,4,3.45,High popularity
As the World Caves In,Matt Maltese,ambient,68,2018-06-08,2018,6,2010s,0.449,0.327,-5.362,0.22,0.179,0.034,0.00444,0.369,123.969,4,1,10,3.65,Medium popularity
The 30th,Billie Eilish,ambient,72,2022-07-21,2022,7,2020s,0.135,0.387,-14.398,0.0948,0.21,0.051,0.0,0.929,82.987,4,1,7,3.61,High popularity
Like Real People Do,Hozier,ambient,72,2014-09-19,2014,9,2010s,0.179,0.539,-14.33,0.106,0.145,0.0309,0.393,0.921,140.01,3,1,7,3.3,High popularity
Happiness is a butterfly,Lana Del Rey,ambient,73,2019-08-30,2019,8,2010s,0.119,0.467,-10.99,0.0973,0.156,0.0401,1.4e-06,0.969,70.499,4,1,2,4.54,High popularity
listen before i go,Billie Eilish,ambient,74,2019-03-29,2019,3,2010s,0.0561,0.319,-23.023,0.388,0.082,0.045,0.00384,0.935,79.764,3,1,0,4.04,High popularity
Astronomy,Conan Gray,ambient,72,2022-06-24,2022,6,2020s,0.343,0.474,-8.571,0.305,0.152,0.027,2.65e-05,0.578,145.115,3,0,4,4.07,High popularity
From the Dining Table,Harry Styles,ambient,69,2017-05-12,2017,5,2010s,0.156,0.671,-16.288,0.113,0.201,0.0371,0.0518,0.804,94.08,4,1,8,3.53,Medium popularity
Getting Older,Billie Eilish,ambient,70,2021-07-30,2021,7,2020s,0.128,0.599,-17.261,0.115,0.367,0.109,0.121,0.974,159.679,4,1,10,4.07,High popularity
rises the moon,Liana Flores,ambient,81,2019-04-10,2019,4,2010s,0.129,0.483,-20.149,0.106,0.203,0.0349,0.145,0.947,137.35,3,0,5,2.7,High popularity
ceilings,Lizzy McAlpine,ambient,80,2022-04-08,2022,4,2020s,0.322,0.516,-11.762,0.215,0.261,0.0292,0.00194,0.473,148.005,3,1,9,3.05,High popularity
Sparks,Coldplay,ambient,85,2000-07-10,2000,7,2000s,0.268,0.371,-10.506,0.104,0.165,0.0281,0.0517,0.748,102.617,3,1,1,3.78,High popularity
In My Room,Chance Peña,ambient,76,2022-05-06,2022,5,2020s,0.338,0.408,-13.626,0.0732,0.1,0.0431,0.000639,0.521,133.943,3,1,4,2.96,High popularity
Waiting Room,Phoebe Bridgers,ambient,75,2016-08-12,2016,8,2010s,0.289,0.531,-10.065,0.134,0.12,0.0286,0.000358,0.339,129.753,4,1,2,6.57,High popularity
Chemtrails Over The Country Club,Lana Del Rey,ambient,79,2021-03-19,2021,3,2020s,0.276,0.334,-13.125,0.113,0.429,0.0643,0.000249,0.877,201.025,3,0,4,4.52,High popularity
How to disappear,Lana Del Rey,ambient,70,2019-08-30,2019,8,2010s,0.304,0.538,-11.79,0.164,0.065,0.0352,0.000631,0.613,78.997,3,1,9,3.8,High popularity
Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),"Taylor Swift, Phoebe Bridgers",ambient,71,2021-11-12,2021,11,2020s,0.377,0.606,-9.455,0.154,0.446,0.0275,0.0,0.817,101.96,4,1,0,4.31,High popularity
State Lines,Novo Amor,ambient,73,2018-10-19,2018,10,2010s,0.31,0.509,-10.623,0.0963,0.151,0.0313,0.229,0.959,137.474,3,1,9,3.48,High popularity
Where's My Love - Acoustic,SYML,ambient,72,2017-07-07,2017,7,2010s,0.225,0.554,-11.324,0.107,0.221,0.0281,0.0321,0.892,104.007,4,1,3,4.0,High popularity
Apocalypse,Cigarettes After Sex,ambient,87,2017-06-09,2017,6,2010s,0.468,0.369,-9.013,0.109,0.18,0.0273,0.566,0.0205,94.434,4,1,5,4.84,High popularity
Anchor,Novo Amor,ambient,78,2017-05-26,2017,5,2010s,0.407,0.457,-11.475,0.126,0.126,0.0308,0.884,0.805,117.053,4,1,9,4.29,High popularity
Brooklyn Baby,Lana Del Rey,ambient,80,2014-01-01,2014,1,2010s,0.664,0.404,-6.698,0.11,0.0949,0.0407,0.00402,0.542,107.747,4,1,1,5.86,High popularity
Would That I,Hozier,ambient,74,2019-03-01,2019,3,2010s,0.526,0.521,-6.032,0.108,0.502,0.0281,0.00537,0.243,130.694,4,1,5,4.47,High popularity
lacy,Olivia Rodrigo,ambient,75,2023-09-08,2023,9,2020s,0.367,0.395,-7.653,0.11,0.426,0.0324,0.0,0.815,77.968,4,1,3,2.95,High popularity
Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,ambient,72,2023-11-17,2023,11,2020s,0.347,0.409,-8.159,0.121,0.199,0.0359,4.55e-06,0.834,141.332,4,0,11,3.42,High popularity
Feels Like,Gracie Abrams,ambient,73,2021-11-12,2021,11,2020s,0.483,0.617,-7.359,0.121,0.176,0.0458,0.000216,0.702,144.99,4,1,11,2.54,High popularity
Black Friday,Tom Odell,ambient,71,2024-01-26,2024,1,2020s,0.199,0.48,-12.398,0.0978,0.201,0.0329,0.0563,0.931,165.476,4,1,6,3.69,High popularity
Male Fantasy,Billie Eilish,ambient,70,2021-07-30,2021,7,2020s,0.288,0.687,-10.415,0.0986,0.308,0.045,0.0,0.863,110.927,4,1,2,3.25,High popularity
Cherry Wine - Live,Hozier,ambient,68,2014-09-19,2014,9,2010s,0.11,0.415,-14.901,0.0962,0.234,0.0388,0.00236,0.951,81.876,4,1,1,4.0,Medium popularity
We'll Never Have Sex,Leith Ross,ambient,68,2023-05-19,2023,5,2020s,0.0972,0.443,-16.496,0.115,0.289,0.0793,0.0102,0.952,86.686,4,1,2,1.68,Medium popularity
Margaret (feat. Bleachers),"Lana Del Rey, Bleachers",ambient,78,2023-03-24,2023,3,2020s,0.245,0.34,-13.352,0.0633,0.192,0.0319,0.0992,0.969,103.777,4,1,9,5.66,High popularity
Miserable Man,David Kushner,ambient,68,2022-09-16,2022,9,2020s,0.348,0.631,-10.285,0.295,0.32,0.0343,8.87e-05,0.926,110.019,4,1,10,3.88,Medium popularity
Halley's Comet,Billie Eilish,ambient,75,2021-07-30,2021,7,2020s,0.159,0.403,-16.728,0.34,0.0381,0.104,0.0121,0.961,72.38,4,0,1,3.91,High popularity
Did It Again,Lil Tecca,hip-hop,72,2019-08-30,2019,8,2010s,0.561,0.686,-9.929,0.114,0.186,0.191,0.0,0.185,148.775,4,0,10,1.94,High popularity
Wish (feat. Trippie Redd) - Trippie Mix,"Diplo, Trippie Redd",hip-hop,71,2018-08-10,2018,8,2010s,0.819,0.565,-7.899,0.111,0.682,0.0668,0.0,0.232,94.011,4,1,9,2.95,High popularity
Lust,Lil Skies,hip-hop,70,2017-12-12,2017,12,2010s,0.767,0.718,-5.641,0.114,0.519,0.166,0.0,0.138,160.084,4,1,9,2.6,High popularity
Conceited,Lil Uzi Vert,hip-hop,68,2024-11-01,2024,11,2020s,0.55,0.629,-6.772,0.095,0.154,0.0543,0.0,0.152,124.13,4,1,0,3.16,Medium popularity
Ransom (with Juice WRLD) - Remix,"Lil Tecca, Juice WRLD",hip-hop,73,2019-08-30,2019,8,2010s,0.671,0.684,-6.424,0.0769,0.45,0.289,0.0,0.0119,179.987,4,0,2,2.85,High popularity
Take What You Want (feat. Ozzy Osbourne & Travis Scott),"Post Malone, Ozzy Osbourne, Travis Scott",hip-hop,73,2019-09-06,2019,9,2010s,0.8,0.498,-2.665,0.147,0.272,0.0503,0.0,0.0903,139.918,4,0,1,3.83,High popularity
